93,15,1,643,60,19,1.2,1.4,3.6168e+05,5234,2.2,7005,1.8763e+06
84,8,3,4100,391,383,1.2,1.6,2.598e+05,75883,2.8,2054,1.5511e+06
82,68,77,2774,217,152,3.61,6.21,1.8035e+05,57275,2.7,324,1.0559e+06
81,3,0,583,53,68,2.6,3.2,62950,2.5802e+05,1.8,270,1.807e+06
91,132,105,2007,177,139,0.4,0.4,95309,82017,1,794,1.0088e+06
81,10,6,3249,555,526,2.39,4.38,4.6956e+05,3.808e+05,1.4,870,1.126e+06
91,2,0,3099,180,116,0.2,0.2,5.269e+05,35032,2.2,198,1.0806e+06
95,4,3,1887,144,93,0.2,0.2,48118,58743,2.4,2097,1.7204e+06
90,0,0,2772,148,221,0.2,0.2,95025,96367,2,226,1.7087e+06
88,64,82,2442,456,192,1.2,0.8,5.8452e+05,5.6742e+05,2,555,1.041e+06
95,0,0,1162,230,83,0.4,1.8,2.2759e+05,2.1627e+05,4.8,2576,1.6025e+06
82,4,0,4562,201,149,0.2,0.2,61399,41637,2.8,1076,1.7703e+06
0,81,45,1479,180,199,0.8,2,1.108e+05,88252,335,90,10
87,1,0,2361,286,183,0.2,0.2,1.5422e+05,94948,1.5,132,9.9384e+05
80,4,2,2421,581,170,2.2,3.79,1.0291e+06,2.7859e+05,1.3,163,1.1112e+06
91,26,39,1722,139,114,0.2,0.2,1.633e+05,47725,1,229,1.0165e+06
76,12,2,2763,366,256,6.2,4.8,3.1071e+05,49538,1.8,498,1.1223e+06
87,3,1,2072,262,241,1.4,1.4,3.3076e+05,3.8735e+05,2.6,137,1.3747e+06
80,3,1,3662,256,187,1.8,3.79,3.6062e+05,1.6002e+05,3.2,159,9.8949e+05
89,8,6,2336,206,90,0.4,1,1.3663e+05,53677,5.4,2869,1.5847e+06
92,31,27,366,80,62,0.2,0.2,4.1222e+05,2.871e+05,3.4,4179,1.824e+06
85,7,2,4133,222,154,1.4,1.4,15783,9833,2.8,1297,1.5233e+06
88,0,0,3896,199,156,0.6,2.79,1.3061e+05,63759,2.7,146,9.8395e+05
95,9,9,383,122,43,0.2,0.2,3.6182e+05,1.146e+05,2,1390,1.7458e+06
90,7,2,2128,183,166,0.8,2.2,89713,2.4008e+05,3.2,406,1.5272e+06
72,18,1,5654,1130,1089,5.2,4,9.6748e+05,9.0095e+05,1.7,740,1.055e+06
93,21,29,1670,28,49,0.2,0.2,19096,28284,2.4,124,1.76e+06
95,7,2,1305,89,108,0.6,2.2,1.216e+05,89237,1,482,1.0654e+06
99,2,1,158,8,9,0.2,0.2,7007,3677,1.2,7739,1.8803e+06
75,14,8,5333,193,128,3.58,11.93,46335,36128,3.4,997,1.5305e+06
86,1,0,4748,256,168,0.8,3,11643,46726,1.3,726,1.1167e+06
72,33,28,5504,439,253,3.4,4.2,3.9565e+05,70646,2,204,1.1348e+06
87,5,2,3841,194,189,0.8,1.99,12984,96970,2,436,1.0649e+06
99,1,1,458,21,17,0.2,0.2,8171,5971,1,8968,1.8729e+06
62,88,104,5849,473,441,8.4,16,2.416e+05,1.9939e+05,1,153,1.0908e+06
84,5,1,2481,219,153,1.4,3,2.7679e+05,2.1045e+05,3.8,449,1.3836e+06
85,0,0,964,94,50,0.2,0.2,3.0737e+05,17623,2,666,1.7578e+06
89,15,12,1664,109,79,1.2,1,62620,31710,5,244,1.0593e+06
89,12,3,2857,159,132,1.6,3,1.2648e+05,1.1655e+05,2.2,2989,1.5474e+06
92,0,0,1657,43,29,0.2,0.2,9241,12063,2,1050,1.7629e+06
91,4,3,2938,148,127,0.6,3.4,18373,38276,2,376,9.9454e+05
91,5,1,1965,207,125,0.4,1,1.9317e+05,22877,3.8,172,1.0859e+06
81,7,0,2107,235,154,7.21,3.81,1.3274e+05,29310,1,318,1.0225e+06
90,6,4,1932,66,85,1,0.8,67203,79964,3.5,165,1.1287e+06
85,15,10,3781,346,168,2.4,3.21,3.0702e+05,76305,5.2,155,1.0047e+06
81,18,11,4068,280,140,3,4.6,3.2052e+05,55276,1,489,1.015e+06
97,0,0,237,11,24,0.4,0.4,3108,58724,1,6855,1.8577e+06
63,45,0,3575,217,131,11.6,35,1.9741e+05,41178,2.2,135,1.0914e+06
85,7,4,3338,734,110,1,1.4,2.4083e+06,41666,1.7,2443,1.0883e+06
96,3,2,537,22,28,0.2,0.2,11166,12932,1,755,1.0368e+06
0,47,64,1364,432,273,0.6,0.6,9.6527e+05,9.5098e+05,52,75,25
91,21,20,1949,232,153,0.2,0.2,17171,29878,1,508,1.0707e+06
94,36,55,4085,156,137,0.2,0.2,8149,6247,2.2,794,1.4478e+06
96,0,0,367,62,43,0.4,0.6,38562,12342,1.2,710,1.7535e+06
97,1,0,443,54,25,0.2,0.2,31996,16345,3,132,1.7117e+06
72,53,71,4201,461,384,4.2,2.8,1.8568e+05,64437,1.6,240,9.8451e+05
91,1,1,600,158,41,0.6,1,4.763e+05,1.3372e+05,3,6006,1.836e+06
86,11,2,2485,265,147,1.4,2.8,4.961e+05,18723,1.5,460,1.1319e+06
97,15,15,419,189,62,0.2,0.2,3.2234e+05,3.1032e+05,2.4,5333,1.8258e+06
96,2,1,542,89,65,0.4,0.4,2453,16876,2.2,667,1.7217e+06
91,2,1,1125,124,78,0.8,2.4,2.259e+05,24254,2,2190,1.0075e+06
81,14,3,3542,360,259,3.4,1.2,4.5881e+05,1.4772e+05,2,225,1.0777e+06
91,3,2,2656,162,110,1.2,2,1.104e+05,28047,2,542,1.0181e+06
87,17,2,2614,208,113,0.6,1.8,5.6032e+05,22349,1.8,608,1.1039e+06
85,5,2,4313,364,218,0.6,0.6,1.9552e+05,90675,1.6,170,1.0662e+06
91,0,0,1977,256,133,0.6,2.61,2.258e+05,37213,2.2,299,1.1056e+06
0,54,69,1720,143,105,0.8,1.2,1.7578e+05,34995,594,88,12
95,1,0,2381,118,119,0.2,0.2,17002,1.1168e+05,2.4,640,1.645e+06
0,24,7,1248,173,105,0.8,2.59,3.0862e+05,1.1412e+05,181,87,13
93,8,6,1572,121,123,0.4,0.4,25373,68247,4.8,360,1.102e+06
83,20,2,3229,197,115,4.8,5.2,2.7011e+05,85338,3.8,1491,1.5478e+06
92,51,71,1824,161,118,0.6,0.6,78411,94050,1.5,302,9.8931e+05
91,41,61,956,101,82,1.6,4.6,49004,29774,6,573,1.0563e+06
89,14,12,4004,225,142,0.4,0.4,1.4901e+05,89163,4.6,218,1.3374e+06
90,1,0,414,37,34,0.6,1,72460,10038,1.4,4024,1.7799e+06
89,29,6,2375,146,123,2,3.19,1.0954e+05,39984,1,663,1.0188e+06
89,35,51,4033,193,155,0.2,0.2,53695,33261,1.5,1038,1.0814e+06
91,2,0,3599,227,124,0.4,0.4,2.4788e+05,2.1443e+05,3.8,4180,1.3448e+06
69,12,0,4951,579,495,9.4,4.4,3.2923e+05,42171,2.2,984,1.0568e+06
86,1,0,2370,216,165,0.6,2.59,91492,1.2394e+05,1.5,285,1.1022e+06
96,2,0,1567,133,137,0.2,0.2,41338,73068,2,6175,1.7273e+06
83,26,7,3681,262,137,1.6,3.4,2.0249e+05,1.4377e+05,6.2,164,1.5365e+06
73,18,0,5276,681,528,8,2.2,3.5314e+05,1.5113e+05,6.2,231,1.5444e+06
93,18,14,1405,97,75,0.8,0.8,2.8155e+05,44324,3.4,613,1.5149e+06
95,0,0,1425,92,53,0.2,0.2,2.1455e+05,15664,1,2191,1.0094e+06
97,0,0,182,16,30,0.2,0.2,10672,35469,1,2698,1.7716e+06
98,0,0,802,28,31,0.2,0.2,4235,54696,1,6799,1.8534e+06
93,0,0,1369,245,109,0.2,0.2,27830,3.8908e+05,2.2,5713,1.8175e+06
89,48,68,3283,134,125,0.4,0.4,33832,23626,1,461,1.1295e+06
97,0,0,184,11,25,0.2,0.2,2065,10058,1,7733,1.881e+06
81,2,1,2675,143,94,0.2,0.2,3.0422e+05,19274,3,690,1.7579e+06
79,10,0,3003,447,383,9,2.8,2.7359e+05,10059,3.4,8659,1.8657e+06
91,37,37,3127,266,193,0.6,1.8,21713,1.346e+05,2.8,360,1.0251e+06
82,9,0,2079,316,256,4.41,3.01,1.5846e+05,40402,2.2,550,1.0248e+06
92,0,0,2611,286,167,0.2,0.2,82615,83485,5.2,3047,1.6017e+06
93,4,0,973,130,120,0.8,4,56826,40037,2.2,2071,1.7321e+06
88,33,42,2995,183,140,0.4,0.4,41711,69821,1,598,1.0772e+06
84,116,52,1417,197,142,3.6,6.2,1.651e+05,1.0811e+05,1,311,9.8275e+05
93,5,3,842,52,30,1,1.2,1.1826e+05,20988,1.4,6699,1.8402e+06
89,8,0,1803,367,300,0.2,0.2,5.1614e+05,2.296e+05,1.2,130,1.0444e+06
86,9,1,2783,391,223,2,3.99,5.6105e+05,53145,2.8,2783,1.7322e+06
76,22,0,2209,254,166,4.8,4.2,1.4576e+05,1.0084e+05,2.6,150,1.0611e+06
92,4,0,2822,248,157,0.4,0.4,2.9323e+05,1.1889e+05,3.2,624,1.0839e+06
93,2,2,1447,134,115,0.4,0.4,9940,25644,3.2,1054,1.1307e+06
94,2,0,2040,230,91,0.2,0.2,65806,28087,3.4,3917,1.7156e+06
0,9,5,1879,318,195,1.2,0.8,1.5981e+06,1.4564e+06,216,89,11
81,37,20,4736,409,305,4.39,2.2,1.8613e+05,1.2406e+05,3.6,3551,1.5443e+06
72,10,1,3851,489,415,7.8,2.2,3.7142e+05,94611,2,8226,1.8355e+06
0,6,3,1480,84,80,0.4,0.8,3808,46665,502,94,6
88,52,60,1367,165,91,1.2,2,40521,32978,1.6,362,9.6641e+05
95,13,11,1092,85,46,0.6,3,23660,15429,2.2,4908,1.6734e+06
89,0,0,3197,108,72,0.2,0.2,6617,20668,1.8,1399,1.754e+06
90,1,0,725,92,77,0.6,0.6,35358,12244,1.2,673,1.7605e+06
73,22,8,6630,202,115,3.8,9.4,2.797e+05,9693,5.8,821,1.5294e+06
97,0,0,1431,44,55,0.2,0.2,12448,19666,1,566,1.7528e+06
86,4,0,2965,268,197,2.81,0.8,3.5273e+05,28323,2,264,1.0683e+06
94,10,9,1339,81,74,1,0.6,13140,25936,1.8,150,1.0594e+06
0,39,56,1053,41,40,0.2,0.2,4447,14290,372,95,5
79,13,9,1946,223,174,3.79,10.98,5.2641e+05,33407,1.5,119,1.104e+06
98,0,0,246,46,17,0.2,0.2,2.5246e+05,4969,1.2,7290,1.8601e+06
79,28,36,2862,193,101,3.8,4.2,2.177e+05,62552,2.4,390,1.7677e+06
80,7,0,5339,364,240,1.4,1.4,6.7112e+05,4.2688e+05,6.2,1256,1.3371e+06
88,1,0,2967,188,134,0.6,0.6,1.5557e+05,54454,3.8,802,1.0649e+06
78,30,24,1655,106,74,4.41,5.41,1.3922e+05,47304,3,346,1.0158e+06
94,27,37,882,92,71,0.4,0.4,38612,31518,1,148,1.0113e+06
80,20,13,4257,403,298,3.01,3.21,2.36e+05,1.4517e+05,2.5,2384,1.0948e+06
94,1,0,3017,136,112,0.2,0.2,59665,1.1333e+05,2.4,434,1.6301e+06
79,19,14,3392,577,572,2,2.6,4.8312e+05,5.0776e+05,1,546,1.0595e+06
60,86,78,6870,484,356,8.2,15,3.4499e+05,1.5152e+05,5.4,512,1.5394e+06
90,5,2,2561,198,169,3,1,1.2902e+05,29495,1.6,230,1.7504e+06
95,1,1,1693,143,147,0.2,0.2,20310,27719,1.5,521,1.0662e+06
0,26,23,2344,421,181,0.6,2.2,6.3541e+05,5.9008e+05,816,85,14
69,234,88,3259,483,287,6.39,17.17,1.0237e+06,2.223e+05,4.2,425,1.0888e+06
80,14,10,2275,312,228,3.21,1.2,5.6595e+05,4.0092e+05,3.4,3791,1.0412e+06
94,4,2,1817,240,71,0.2,0.2,21627,10457,2,2560,1.7011e+06
79,12,8,775,71,37,3.8,4.2,1.2552e+05,40041,1.4,2613,1.7943e+06
91,2,0,2590,167,248,0.8,0.4,1.1707e+05,1.7968e+05,2.4,539,1.7597e+06
86,4,0,2139,192,76,2.8,4,2.5418e+05,69772,1.8,218,1.7527e+06
86,50,62,2562,239,181,1,3,1.7107e+05,86083,4,2551,1.5374e+06
82,44,56,3665,275,231,1.6,0.8,2.2755e+05,39676,1.2,2016,9.6645e+05
94,2,0,1368,136,75,0.2,0.2,51529,59177,1.2,698,1.0625e+06
78,14,5,5744,583,274,3.39,2.59,3.8912e+05,2.3586e+05,5.4,1434,1.6155e+06
97,1,1,960,51,40,0.2,0.2,1.0805e+05,44913,1.4,6930,1.8791e+06
78,12,5,5935,356,199,1.4,0.8,1.7333e+05,74812,5.2,315,1.2964e+06
0,9,6,1538,145,100,0.2,0.2,2.4072e+05,48736,355,93,7
88,28,40,2957,261,164,0.2,0.2,2.0144e+05,80840,4.4,167,1.0142e+06
97,0,0,1006,44,41,0.6,0.8,3325,8798,1,1377,1.7465e+06
91,4,0,2148,108,77,2.6,8,1.3092e+05,26669,2.4,267,1.7512e+06
89,9,1,3357,149,145,1,1.2,1.229e+05,40944,5.2,3092,1.5385e+06
96,1,0,1132,32,30,0.2,0.2,5381,22916,3.2,172,1.7142e+06
91,0,0,765,81,62,0.2,0.2,34390,36627,1.2,1723,1.7719e+06
96,24,31,489,61,133,0.2,0.2,38044,33334,2.2,1099,1.7179e+06
86,5,0,5291,298,214,0.8,1,2.505e+05,60387,1,654,9.9523e+05
90,10,9,1548,137,95,0.6,0.6,30463,36164,2,676,9.8041e+05
96,27,38,1292,67,46,0.2,0.2,2864,18973,1.2,1153,1.7486e+06
86,14,2,3735,239,226,3,1.4,1.5981e+05,1.1575e+05,3.8,3534,1.5511e+06
98,0,0,615,40,24,0.2,0.2,17074,9089,2,4592,1.7317e+06
88,0,0,770,204,56,0.2,0.2,1.2993e+06,3.0415e+05,3.2,3516,1.8106e+06
91,10,6,2698,154,95,0.6,2,41837,23966,2.8,313,1.1111e+06
93,8,2,1116,81,91,1.2,1.4,59686,95337,2.2,1714,1.5389e+06
86,3,1,572,120,31,2.8,2.8,90781,61249,1.2,5759,1.8471e+06
90,54,62,1101,104,81,1.8,1.6,2.4193e+05,82941,2.8,262,1.5367e+06
0,81,111,1175,112,75,0.2,0.2,18837,37417,240,89,11
82,8,2,4089,280,160,2.79,2.79,2.2721e+05,17217,3.4,1356,1.4432e+06
83,10,0,4261,527,266,1.8,3,3.3081e+05,87989,6.2,2497,1.3383e+06
97,0,0,368,41,34,0.2,0.2,1460,13058,3,323,1.7118e+06
90,3,1,714,34,15,2.61,2.81,70079,17335,1,11420,1.8849e+06
95,36,47,387,40,42,0.8,0.6,2166,11034,3,1551,1.7183e+06
85,3,0,2881,164,361,2.2,4.2,32995,1.8018e+05,1.6,1258,1.0557e+06
57,9,1,8351,1486,1359,8.18,6.79,1.3275e+06,1.0529e+06,1.2,509,1.092e+06
91,10,7,1696,133,109,1.8,2.59,1.0425e+05,20545,2.4,207,1.0636e+06
99,0,0,470,18,32,0.2,0.2,5392,7117,1,6938,1.8792e+06
93,16,14,1384,95,123,0.2,0.2,16407,93892,1,662,1.0699e+06
85,22,13,2865,177,161,1.6,5,1.1929e+05,1.9315e+05,4,536,1.6428e+06
76,43,48,5537,438,394,2.4,2,3.0481e+05,2.3764e+05,4,2487,1.6457e+06
86,8,7,4561,204,127,0.2,0.2,68904,64251,2.5,574,1.0048e+06
92,36,54,1470,182,142,0.2,0.2,16784,40472,1.5,648,1.1205e+06
84,16,3,5681,371,174,2.59,2.4,1.0623e+05,22285,2,774,1.0758e+06
83,6,1,4010,486,243,1.6,0.8,4.3344e+05,19761,5.6,2238,1.3703e+06
87,5,0,1184,110,41,4.8,4.8,1.3421e+05,80919,3.6,1366,1.7569e+06
96,1,0,1253,47,47,0.4,0.4,29848,18075,3.2,159,1.7132e+06
98,0,0,303,116,30,0.2,0.2,22296,10299,1,5245,1.8566e+06
87,7,2,2536,229,184,4.2,1.2,1.2592e+05,20744,1.4,8331,1.8647e+06
84,17,6,3577,316,238,3,1.2,2.1732e+05,49595,3.6,879,9.7433e+05
90,47,36,1401,140,112,1.79,3.17,1.1376e+05,41443,2,269,9.8214e+05
92,37,52,2114,213,122,0.4,0.4,51742,61601,3,157,1.1027e+06
92,23,7,1277,149,121,1.2,1.8,22772,19460,2.8,670,9.7711e+05
88,3,0,917,74,268,0.6,1.2,80639,66461,1.8,1718,1.8169e+06
92,3,0,598,32,29,4.4,3,69002,14794,1.2,7715,1.8807e+06
78,14,4,1954,130,114,6.19,17.76,80423,44906,3,148,1.0883e+06
91,15,2,2374,132,121,0.4,0.8,30493,41061,3,150,1.0184e+06
78,6,1,4009,260,187,2.2,3.4,57483,1.7212e+05,1.2,255,9.8825e+05
89,6,1,1390,78,95,0.2,0.2,30162,17666,1.5,132,1.0551e+06
70,17,8,4051,662,579,6.4,4,5.6562e+05,4.2162e+05,1.2,756,1.118e+06
88,20,7,1878,151,75,2.4,2.4,2.4555e+05,72088,3.2,171,1.6356e+06
84,11,6,3739,243,172,0.6,0.8,1.1267e+05,1.2439e+05,2.5,1092,1.0225e+06
70,7,1,2492,255,123,1.8,1.6,1.4331e+06,37231,2.5,102,1.0916e+06
93,0,0,1939,108,92,0.2,0.2,11959,1.1446e+05,3.2,545,1.6434e+06
80,8,6,3296,326,204,1,1.8,2.9617e+05,47802,2,374,9.9499e+05
85,55,84,5106,321,215,0.2,0.2,29564,40148,2.5,1119,9.8129e+05
90,30,43,2588,202,132,0.4,0.4,76060,35619,1,1484,1.1131e+06
97,3,2,501,94,102,0.2,0.2,56336,70980,2.6,159,1.7125e+06
97,23,34,1857,103,88,0.2,0.2,3525,44989,2.4,3387,1.657e+06
92,6,2,1456,106,64,0.6,2.2,1.1022e+05,27276,1,356,1.0213e+06
83,49,63,3638,189,170,0.6,1.99,20954,2.383e+05,3.2,1215,1.39e+06
93,0,0,1313,96,42,0.4,2.2,3.701e+05,44139,1.4,6675,1.8252e+06
92,22,33,1157,59,50,0.2,0.2,87024,13503,1.6,953,1.7603e+06
95,0,0,1190,71,77,0.2,0.2,3692,88505,3.2,267,1.7191e+06
98,1,1,163,12,12,0.2,0.2,27322,15675,2,3598,1.8215e+06
93,2,1,2834,164,134,0.2,0.2,1.2057e+05,50152,3.4,3404,1.5519e+06
78,74,100,4606,831,206,2.79,3.99,1.3797e+06,54436,1,425,1.0149e+06
98,2,1,444,42,38,0.2,0.2,9668,7034,1,5543,1.8606e+06
93,14,21,616,65,60,0.4,1.2,4531,36791,3.4,992,1.7167e+06
77,6,1,2650,190,129,0.6,0.6,1.2124e+05,67627,4.6,276,1.5049e+06
92,5,1,1139,116,125,3,1.8,93344,31653,1,7534,1.87e+06
90,12,11,1150,120,81,1,2.4,74466,22798,2,895,1.0161e+06
94,4,2,2764,146,145,0.2,0.2,5556,30468,1.6,553,9.7718e+05
93,6,2,2361,121,78,0.4,0.4,1.9674e+05,83650,3,2043,9.8853e+05
86,22,4,1650,223,205,1.8,1.6,33024,29856,4.5,158,1.0581e+06
78,19,13,2317,340,164,5.6,17.2,9.464e+05,24496,3,705,1.0985e+06
98,1,1,233,17,36,0.2,0.2,7626,33913,1,9203,1.8638e+06
92,9,6,1408,147,111,0.8,0.8,94565,20446,1.4,1994,9.6968e+05
84,24,19,1059,67,56,3.79,4.19,72920,34992,3.2,635,1.0195e+06
